,,,,,,"Art","Art",,,,,,,,,,
"5288","sets_central_district_021","wtg","","http:///file_proxy/thumbnail/300160","город, центральный район","95243","fin","sets","sets_exterior","ep015seq05sh01, ep015seq05sh02, ep015seq05sh04, ep015seq05sh05","Assets","ep015","3 - difficult","sets","2020/07/31 03:59:09 PM","LEX&PLU",
"5289","sets_central_district_022","wtg","","http:///file_proxy/thumbnail/301144","такси лекса и плу","95244","fin","sets","sets_exterior","ep015seq04sh05, ep015seq04sh07","Assets","ep015","2 - standard","sets","2020/07/31 03:59:09 PM","LEX&PLU",
"7839","sets_central_district_023","wtg","","","город, центральный район","114705","rdy","sets","sets_exterior","","Assets","ep026","","sets","2021/03/11 01:12:59 PM","LEX&PLU",
"7840","sets_central_district_024","wtg","","","город, центральный район","114706","rdy","sets","sets_exterior","","Assets","ep026","","sets","2021/03/11 01:12:59 PM","LEX&PLU",
"7841","sets_central_district_025","wtg","","","город, центральный район","114707","rdy","sets","sets_exterior","","Assets","ep026","","sets","2021/03/11 01:12:59 PM","LEX&PLU",
"7842","sets_central_district_026","wtg","","","город, центральный район","114708","rdy","sets","sets_exterior","","Assets","ep026","","sets","2021/03/11 01:13:00 PM","LEX&PLU",
"7843","sets_central_district_027","wtg","","","город, центральный район","114709","rdy","sets","sets_exterior","","Assets","ep026","","sets","2021/03/11 01:13:00 PM","LEX&PLU",
"7844","sets_central_district_028","wtg","","","город, центральный район","114710","rdy","sets","sets_exterior","","Assets","ep026","","sets","2021/03/11 01:13:00 PM","LEX&PLU",
"7845","sets_central_district_029","wtg","","","город, центральный район","114711","rdy","sets","sets_exterior","","Assets","ep026","","sets","2021/03/11 01:13:00 PM","LEX&PLU",
"7846","sets_central_district_030","wtg","","","город, центральный район","114712","rdy","sets","sets_exterior","","Assets","ep026","","sets","2021/03/11 01:13:00 PM","LEX&PLU",
"7847","sets_central_district_031","wtg","","","город, центральный район","114713","rdy","sets","sets_exterior","","Assets","ep026","","sets","2021/03/11 01:13:00 PM","LEX&PLU",
"7848","sets_central_district_032","wtg","","","город, центральный район","114714","rdy","sets","sets_exterior","","Assets","ep026","","sets","2021/03/11 01:13:00 PM","LEX&PLU",
"7849","sets_central_district_033","wtg","","","город, центральный район","114715","rdy","sets","sets_exterior","","Assets","ep026","","sets","2021/03/11 01:13:01 PM","LEX&PLU",
"4590","sets_city_001","wtg","","http:///file_proxy/thumbnail/272524","город","90775","fin","sets","sets_exterior","ep006seq03sh13","Assets","ep006","3 - difficult","sets","2020/05/11 02:40:06 PM","LEX&PLU",
"4588","sets_city_002","wtg","","http:///file_proxy/thumbnail/272527","город","90773","fin","sets","sets_exterior","ep006seq03sh15, ep006seq03sh21, ep006seq03sh23","Assets","ep006","3 - difficult","sets","2020/05/11 02:38:05 PM","LEX&PLU",
"4589","sets_city_003","wtg","","http:///file_proxy/thumbnail/272510","город","90774","fin","sets","sets_exterior","ep006seq03sh16, ep006seq03sh17, ep006seq03sh18, ep006seq03sh19, ep006seq03sh20","Assets","ep006","3 - difficult","sets","2020/05/11 02:39:40 PM","LEX&PLU",
"5048","sets_city_004","wtg","","http:///file_proxy/thumbnail/281635","город","93069","fin","sets","sets_exterior","ep006seq03sh22","Assets","ep006","2 - standard","sets","2020/07/10 12:47:13 PM","LEX&PLU",
"6599","sets_city_005","fin","","http:///file_proxy/thumbnail/347013","город","106510","fin","sets","sets_exterior","ep021seq01sh01","Assets","ep021","2 - standard","sets","2020/12/17 03:52:55 PM","LEX&PLU",
"6742","sets_city_006","fin","","http:///file_proxy/thumbnail/347018","город","107162","fin","sets","sets_exterior","ep021seq01sh02","Assets","ep021","3 - difficult","sets","2020/12/22 02:35:31 PM","LEX&PLU",
"6865","sets_city_007","fin","","http:///file_proxy/thumbnail/373351","город","107288","fin","sets","sets_exterior","ep022seq08sh06, ep022seq08sh07, ep022seq08sh08","Assets","ep022","2 - standard","sets","2020/12/23 06:38:44 PM","LEX&PLU",
"6866","sets_city_008","wtg","","","город","107289","rdy","sets","sets_exterior","","Assets","","","sets","2020/12/23 06:38:45 PM","LEX&PLU",
"7850","sets_city_009","wtg","","","город","114716","rdy","sets","sets_exterior","","Assets","ep026","","sets","2021/03/11 01:13:01 PM","LEX&PLU",
"7851","sets_city_010","wtg","","","город","114717","rdy","sets","sets_exterior","","Assets","ep026","","sets","2021/03/11 01:13:01 PM","LEX&PLU",
"7852","sets_city_011","wtg","","","город","114718","rdy","sets","sets_exterior","","Assets","ep026","","sets","2021/03/11 01:13:01 PM","LEX&PLU",
"7853","sets_city_012","wtg","","","город","114719","rdy","sets","sets_exterior","","Assets","ep026","","sets","2021/03/11 01:13:01 PM","LEX&PLU",
"7854","sets_city_013","wtg","","","город","114720","rdy","sets","sets_exterior","","Assets","ep026","","sets","2021/03/11 01:13:01 PM","LEX&PLU",
"7855","sets_city_014","wtg","","","город","114721","rdy","sets","sets_exterior","","Assets","ep026","","sets","2021/03/11 01:13:01 PM","LEX&PLU",
"7856","sets_city_015","wtg","","","город","114722","rdy","sets","sets_exterior","","Assets","ep026","","sets","2021/03/11 01:13:02 PM","LEX&PLU",
"4921","sets_concert_hall_001","wtg","","http:///file_proxy/thumbnail/277336","концертный зал","91834","fin","sets","sets_exterior","ep010seq11sh01, ep010seq13sh05","Assets","ep010","3 - difficult","sets","2020/06/17 05:16:50 PM","LEX&PLU",
"4922","sets_concert_hall_002","wtg","","http:///file_proxy/thumbnail/278460","концертный зал","91835","fin","sets","sets_exterior","ep010seq11sh02","Assets","ep010","2 - standard","sets","2020/06/17 05:16:51 PM","LEX&PLU",
"4923","sets_concert_hall_003","wtg","","http:///file_proxy/thumbnail/278463","концертный зал","91836","fin","sets","sets_exterior","ep010seq11sh04","Assets","ep010","2 - standard","sets","2020/06/17 05:16:51 PM","LEX&PLU",
"4924","sets_concert_hall_004","wtg","","http:///file_proxy/thumbnail/279674","концертный зал","91837","fin","sets","sets_exterior","ep010seq13sh01, ep010seq13sh02, ep010seq13sh03","Assets","ep010","2 - standard","sets","2020/06/17 05:16:51 PM","LEX&PLU",
"4925","sets_concert_hall_005","wtg","","http:///file_proxy/thumbnail/279677","концертный зал","91838","fin","sets","sets_exterior","ep010seq13sh04","Assets","ep010","3 - difficult","sets","2020/06/17 05:16:51 PM","LEX&PLU",
"4949","sets_concert_hall_006","wtg","","http:///file_proxy/thumbnail/278699","концертный зал","91862","fin","sets","sets_exterior","ep010seq11sh03","Assets","ep010","2 - standard","sets","2020/06/29 01:12:15 PM","LEX&PLU",
"7034","sets_concert_hall_ext_007","fin","","http:///file_proxy/thumbnail/378260","концертный зал","109880","fin","sets","sets_exterior","ep023seq12sh02","Assets","ep023","3 - difficult","sets","2021/01/26 10:21:28 PM","LEX&PLU",
"7035","sets_concert_hall_ext_008","fin","","http:///file_proxy/thumbnail/378264","концертный зал","109881","fin","sets","sets_exterior","ep023seq13sh02","Assets","ep023","2 - standard","sets","2021/01/26 10:21:28 PM","LEX&PLU",
"7036","sets_concert_hall_ext_009","fin","","http:///file_proxy/thumbnail/380661","концертный зал","109882","fin","sets","sets_exterior","ep023seq13sh04","Assets","ep023","2 - standard","sets","2021/01/26 10:21:28 PM","LEX&PLU",
"7037","sets_concert_hall_ext_010","fin","","http:///file_proxy/thumbnail/378330","концертный зал","109883","fin","sets","sets_exterior","ep023seq13sh03, ep023seq13sh07","Assets","ep023","1 - easy","sets","2021/01/26 10:21:28 PM","LEX&PLU",
"7038","sets_concert_hall_ext_011","fin","","http:///file_proxy/thumbnail/380485","концертный зал","109884","fin","sets","sets_exterior","ep023seq13sh05","Assets","ep023","2 - standard","sets","2021/01/26 10:21:28 PM","LEX&PLU",
"7039","sets_concert_hall_ext_012","fin","","http:///file_proxy/thumbnail/380516","концертный зал","109885","fin","sets","sets_exterior","ep023seq13sh06","Assets","ep023","2 - standard","sets","2021/01/26 10:21:28 PM","LEX&PLU",
"7040","sets_concert_hall_ext_013","wtg","","","концертный зал","109886","rdy","sets","sets_exterior","","Assets","ep023","","sets","2021/01/26 10:21:29 PM","LEX&PLU",
"7041","sets_concert_hall_ext_014","wtg","","","концертный зал","109887","rdy","sets","sets_exterior","","Assets","","","sets","2021/01/26 10:21:29 PM","LEX&PLU",
"7042","sets_concert_hall_ext_015","wtg","","","концертный зал","109888","rdy","sets","sets_exterior","","Assets","","","sets","2021/01/26 10:21:29 PM","LEX&PLU",
"7043","sets_concert_hall_ext_016","wtg","","","концертный зал","109889","rdy","sets","sets_exterior","","Assets","","","sets","2021/01/26 10:21:29 PM","LEX&PLU",
"7044","sets_concert_hall_ext_017","wtg","","","концертный зал","109890","rdy","sets","sets_exterior","","Assets","","","sets","2021/01/26 10:21:29 PM","LEX&PLU",
"7045","sets_concert_hall_int_001","fin","Ориентируемся на концепт сцены, свет от прожекторов делаем отдельным слоем - его расположение смотрим по аниматику, но делаем так, чтобы пятно света падало на пол, а не как там) Рисуем концепт платформы на которой стоит тачка","http:///file_proxy/thumbnail/375651","концертный зал","109891","fin","sets","sets_interior","ep023seq11sh07, ep023seq13sh08, ep023seq14sh03, ep023seq14sh08","Assets","ep023","3 - difficult","sets","2021/01/26 10:21:29 PM","LEX&PLU",
"7046","sets_concert_hall_int_002a","fin","","http:///file_proxy/thumbnail/377314","концертный зал","109892","fin","sets","sets_interior","ep023seq12sh01, ep023seq14sh01, ep023seq14sh05, ep023seq14sh06, ep023seq14sh07","Assets","ep023","1 - easy","sets","2021/01/26 10:21:29 PM","LEX&PLU",
"7562","sets_concert_hall_int_002b","fin","","http:///file_proxy/thumbnail/377320","","113778","fin","sets","sets_interior","ep023seq14sh05, ep023seq14sh06, ep023seq14sh07","Assets","ep023","1 - easy","sets","2021/02/25 01:39:37 PM","LEX&PLU",
"7047","sets_concert_hall_int_003","fin","","http:///file_proxy/thumbnail/375729","концертный зал","109893","fin","sets","sets_interior","ep023seq14sh04","Assets","ep023","2 - standard","sets","2021/01/26 10:21:29 PM","LEX&PLU",
"7048","sets_concert_hall_int_004","fin","","http:///file_proxy/thumbnail/378147","концертный зал","109894","fin","sets","sets_interior","ep023seq14sh02","Assets","ep023","2 - standard","sets","2021/01/26 10:21:29 PM","LEX&PLU",
"7049","sets_concert_hall_int_005","wtg","","","концертный зал","109895","rdy","sets","sets_interior","","Assets","","","sets","2021/01/26 10:21:29 PM","LEX&PLU",
"7050","sets_concert_hall_int_006","wtg","","","концертный зал","109896","rdy","sets","sets_interior","","Assets","","","sets","2021/01/26 10:21:30 PM","LEX&PLU",
"7051","sets_concert_hall_int_007","wtg","","","концертный зал","109897","rdy","sets","sets_interior","","Assets","","","sets","2021/01/26 10:21:30 PM","LEX&PLU",
"7052","sets_concert_hall_int_008","wtg","","","концертный зал","109898","rdy","sets","sets_interior","","Assets","","","sets","2021/01/26 10:21:30 PM","LEX&PLU",
"7053","sets_concert_hall_int_009","wtg","","","концертный зал","109899","rdy","sets","sets_interior","","Assets","","","sets","2021/01/26 10:21:30 PM","LEX&PLU",
"7054","sets_concert_hall_int_010","wtg","","","концертный зал","109900","rdy","sets","sets_interior","","Assets","","","sets","2021/01/26 10:21:30 PM","LEX&PLU",
"7055","sets_concert_hall_int_011","wtg","","","концертный зал","109901","rdy","sets","sets_interior","","Assets","","","sets","2021/01/26 10:21:30 PM","LEX&PLU",
"4331","sets_crosswalk_001","wtg","","http:///file_proxy/thumbnail/295150","","88551","fin","sets","sets_exterior","ep008seq08sh04, ep008seq08sh12, ep008seq08sh13","Assets","ep008","1 - easy","sets","2020/04/23 02:25:23 PM","LEX&PLU",
"4338","sets_crosswalk_002","wtg","","http:///file_proxy/thumbnail/295264","","88558","fin","sets","sets_exterior","ep008seq11sh13","Assets","ep008","1 - easy","sets","2020/04/23 02:41:55 PM","LEX&PLU",
"5653","sets_cyclon_001","fin","","http:///file_proxy/thumbnail/301758","циклон","97103","fin","sets","sets_exterior","ep016seq07sh03","Assets","ep016","3 - difficult","sets","2020/09/07 09:45:57 PM","LEX&PLU",
"5654","sets_cyclon_002","fin","","http:///file_proxy/thumbnail/302384","циклон","97104","fin","sets","sets_exterior","ep016seq07sh05","Assets","ep016","2 - standard","sets","2020/09/07 09:45:57 PM","LEX&PLU",
"5655","sets_cyclon_003","fin","","http:///file_proxy/thumbnail/302387","циклон","97105","fin","sets","sets_exterior","ep016seq07sh06, ep016seq07sh07, ep016seq07sh08","Assets","ep016","2 - standard","sets","2020/09/07 09:45:57 PM","LEX&PLU",
"5666","sets_cyclon_004","fin","","http:///file_proxy/thumbnail/302411","циклон","97116","fin","sets","sets_exterior","ep016seq07sh09","Assets","ep016","3 - difficult","sets","2020/09/09 12:46:13 PM","LEX&PLU",
"5624","sets_dangerous_planet_001","fin","вокруг планеты на островках кольцом предупреждающие знаки. какие то покоцаны, какие то обстреляны присосками. сриена тоже стоит на одном из остроков, а не из планеты как в аниматике","http:///file_proxy/thumbnail/302930","планета, планета опасная","97074","fin","sets","sets_exterior","ep016seq03sh06","Assets","ep016","2 - standard","sets","2020/09/07 09:45:51 PM","LEX&PLU",
"5625","sets_dangerous_planet_002","fin","","http:///file_proxy/thumbnail/302933","планета, планета опасная","97075","fin","sets","sets_exterior","ep016seq03sh05","Assets","ep016","2 - standard","sets","2020/09/07 09:45:51 PM","LEX&PLU",
"3640","sets_diner_ext_001","wtg","кафе Бориса","http:///file_proxy/thumbnail/206016","кафе Бориса","82505","fin","sets","sets_exterior","ep004seq07sh07","Assets","ep004","2 - standard","sets","2019/12/26 03:46:14 PM","LEX&PLU",
"3641","sets_diner_ext_002","wtg","кафе Бориса","http:///file_proxy/thumbnail/206418","кафе Бориса","82506","fin","sets","sets_exterior","ep004seq07sh08, ep004seq07sh13, ep004seq07sh14","Assets","ep004","2 - standard","sets","2019/12/26 03:47:02 PM","LEX&PLU",
"3653","sets_diner_ext_002b","wtg","кафе Бориса","http:///file_proxy/thumbnail/295093","кафе Бориса","82518","fin","sets","sets_exterior","ep004seq07sh09","Assets","ep004","1 - easy","sets","2020/01/28 03:24:18 PM","LEX&PLU",
"3644","sets_diner_ext_003","wtg","кафе Бориса","http:///file_proxy/thumbnail/206420","кафе Бориса","82509","fin","sets","sets_exterior","ep004seq07sh11, ep004seq07sh16","Assets","ep004","2 - standard","sets","2019/12/26 10:21:25 PM","LEX&PLU",
"4190","sets_diner_ext_004","wtg","кафе Бориса","http:///file_proxy/thumbnail/295133","кафе Бориса","85781","fin","sets","sets_exterior","ep005seq02sh16, ep005seq04sh04, ep005seq17sh01","Assets","ep005","2 - standard","sets","2020/03/24 01:19:49 PM","LEX&PLU",
"4293","sets_diner_ext_005","wtg","кафе Бориса","http:///file_proxy/thumbnail/295140","кафе Бориса","87723","fin","sets","sets_exterior","ep008seq03sh11, ep008seq11sh14","Assets","ep008","2 - standard","sets","2020/04/11 05:52:14 PM","LEX&PLU",
"7819","sets_diner_ext_005b","fin","","http:///file_proxy/thumbnail/384922","","114685","fin","sets","sets_exterior","ep019seq04sh08, ep019seq04sh19","Assets","","1 - easy","","2021/03/10 05:49:30 PM","LEX&PLU",
"4671","sets_diner_ext_005_cars","wtg","кафе Бориса","http:///file_proxy/thumbnail/271213","кафе Бориса","90856","fin","sets","sets_exterior","ep008seq02sh14, ep008seq03sh01, ep008seq12sh11, ep011seq08sh01","Assets","ep008","3 - difficult","sets","2020/05/19 08:25:58 PM","LEX&PLU",
"4309","sets_diner_ext_006","wtg","кафе Бориса","http:///file_proxy/thumbnail/269030","кафе Бориса","87739","fin","sets","sets_exterior","ep008seq03sh02, ep008seq03sh03, ep008seq03sh04, ep008seq03sh06, ep008seq03sh08, ep008seq03sh09, ep008seq03sh10, ep008seq05sh01, ep008seq05sh03, ep008seq11sh17","Assets","ep008","3 - difficult","sets","2020/04/15 04:03:00 PM","LEX&PLU",
"4310","sets_diner_ext_007","wtg","кафе Бориса","http:///file_proxy/thumbnail/268939","кафе Бориса","87740","fin","sets","sets_exterior","ep008seq03sh05, ep008seq03sh07","Assets","ep008","1 - easy","sets","2020/04/15 04:03:29 PM","LEX&PLU",
"4311","sets_diner_ext_008","wtg","кафе Бориса","http:///file_proxy/thumbnail/270814","кафе Бориса","87741","fin","sets","sets_exterior","ep008seq05sh02","Assets","ep008","3 - difficult","sets","2020/04/15 04:05:21 PM","LEX&PLU",
"4339","sets_diner_ext_009","wtg","кафе Бориса","http:///file_proxy/thumbnail/263324","кафе Бориса","88559","fin","sets","sets_exterior","ep008seq11sh16","Assets","ep008","2 - standard","sets","2020/04/23 02:43:55 PM","LEX&PLU",
"4341","sets_diner_ext_009b","wtg","кафе Бориса","http:///file_proxy/thumbnail/262726","кафе Бориса","88561","fin","sets","sets_exterior","ep008seq11sh20","Assets","ep008","2 - standard","sets","2020/04/23 02:45:34 PM","LEX&PLU",
"4340","sets_diner_ext_010","wtg","кафе Бориса","http:///file_proxy/thumbnail/271730","кафе Бориса","88560","fin","sets","sets_exterior","ep008seq11sh19","Assets","ep008","2 - standard","sets","2020/04/23 02:44:33 PM","LEX&PLU",
"4374","sets_diner_ext_011","wtg","кафе Бориса","http:///file_proxy/thumbnail/270877","кафе Бориса","88613","fin","sets","sets_exterior","ep008seq11sh15, ep008seq11sh18","Assets","ep008","1 - easy","sets","2020/04/30 02:04:11 PM","LEX&PLU",
"5030","sets_diner_ext_012","wtg","кафе Бориса","http:///file_proxy/thumbnail/281786","кафе Бориса","93048","fin","sets","sets_exterior","ep011seq04sh07, ep012seq11sh01, ep012seq11sh04, ep012seq11sh08, ep012seq11sh09, ep018seq02sh01, ep018seq03sh01","Assets","ep011, ep012","3 - difficult","sets","2020/07/09 10:01:32 AM","LEX&PLU",
"5031","sets_diner_ext_013","wtg","кафе Бориса","http:///file_proxy/thumbnail/281789","кафе Бориса","93049","fin","sets","sets_exterior","ep011seq04sh07, ep012seq11sh12","Assets","ep011, ep012","2 - standard","sets","2020/07/09 10:01:33 AM","LEX&PLU",
"5032","sets_diner_ext_014","wtg","кафе Бориса","http:///file_proxy/thumbnail/286489","кафе Бориса","93050","fin","sets","sets_exterior","ep012seq11sh02, ep012seq11sh03, ep012seq11sh05, ep012seq11sh06, ep012seq11sh07, ep012seq11sh10","Assets","ep012","2 - standard","sets","2020/07/09 10:01:33 AM","LEX&PLU",
"5033","sets_diner_ext_015","wtg","кафе Бориса","http:///file_proxy/thumbnail/282085","кафе Бориса","93051","fin","sets","sets_exterior","ep012seq11sh11","Assets","ep012","2 - standard","sets","2020/07/09 10:01:33 AM","LEX&PLU",
"5034","sets_diner_ext_016","wtg","кафе Бориса","http:///file_proxy/thumbnail/289661","кафе Бориса","93052","fin","sets","sets_exterior","ep012seq11sh13, ep012seq11sh15, ep012seq11sh17","Assets","ep012","3 - difficult","sets","2020/07/09 10:01:33 AM","LEX&PLU",
"5035","sets_diner_ext_017","wtg","кафе Бориса","http:///file_proxy/thumbnail/286483","кафе Бориса","93053","fin","sets","sets_exterior","ep012seq11sh14","Assets","ep012","1 - easy","sets","2020/07/09 10:01:33 AM","LEX&PLU",
"5036","sets_diner_ext_018","wtg","кафе Бориса","http:///file_proxy/thumbnail/289665","кафе Бориса","93054","fin","sets","sets_exterior","ep012seq11sh16","Assets","ep012","2 - standard","sets","2020/07/09 10:01:34 AM","LEX&PLU",
"5037","sets_diner_ext_019","wtg","кафе Бориса","http:///file_proxy/thumbnail/286486","кафе Бориса","93055","fin","sets","sets_exterior","ep012seq11sh18","Assets","ep012","2 - standard","sets","2020/07/09 10:01:34 AM","LEX&PLU",
"5867","sets_diner_ext_020","fin","по размеру плиточки и цвету ориентируемся на diner ext 12, это обратный ракурс. космос такой же","http:///file_proxy/thumbnail/310744","кафе Бориса","99599","fin","sets","sets_exterior","ep018seq03sh02","Assets","ep018","2 - standard","sets","2020/10/19 07:53:53 PM","LEX&PLU",
"5868","sets_diner_ext_021","fin","кафе Бориса","http:///file_proxy/thumbnail/310186","кафе Бориса","99600","fin","sets","sets_exterior","ep018seq04sh01, ep018seq12sh01","Assets","ep018","3 - difficult","sets","2020/10/19 07:54:45 PM","LEX&PLU",
"5869","sets_diner_ext_022","fin","кафе Бориса","http:///file_proxy/thumbnail/324991","кафе Бориса","99601","fin","sets","sets_exterior","ep018seq04sh02, ep018seq04sh04, ep018seq04sh11, ep018seq04sh12, ep018seq06sh03, ep018seq06sh05, ep018seq07sh03, ep018seq12sh03, ep018seq12sh10","Assets","ep018","3 - difficult","sets","2020/10/19 07:55:36 PM","LEX&PLU",
"5870","sets_diner_ext_023","fin","плитка крупным планом, ориентируемся на diner ext 021","http:///file_proxy/thumbnail/310747","кафе Бориса","99602","fin","sets","sets_exterior","ep018seq12sh06, ep018seq12sh08","Assets","ep018","2 - standard","sets","2020/10/19 07:57:09 PM","LEX&PLU",
"6053","sets_diner_ext_024","fin","","http:///file_proxy/thumbnail/328769","кафе Бориса","103652","fin","sets","sets_exterior","ep019seq04sh01, ep019seq04sh04, ep019seq04sh07, ep019seq04sh14","Assets","ep019","2 - standard","sets","2020/11/06 10:07:20 AM","LEX&PLU",
"6054","sets_diner_ext_025","ip","","http:///file_proxy/thumbnail/332022","кафе Бориса","103653","abad","sets","sets_exterior","ep019seq04sh09","Assets","ep019","2 - standard","sets","2020/11/06 10:07:20 AM","LEX&PLU",
"6055","sets_diner_ext_026","fin","тачку не рисуем. подставляем готовую флешовую, под нее подгоняем ракурс фона","http:///file_proxy/thumbnail/329150","кафе Бориса","103654","fin","sets","sets_exterior","ep019seq04sh10","Assets","ep019","1 - easy","sets","2020/11/06 10:07:21 AM","LEX&PLU",
"6056","sets_diner_ext_027","fin","продолжение diner 024 вправо. слева тень здания. помойку делаем отдельным слоем, рисуем упрощенно - будет переводиться во флеш.","http:///file_proxy/thumbnail/328979","кафе Бориса","103655","fin","sets","sets_exterior","ep019seq04sh11, ep019seq04sh13","Assets","ep019","2 - standard","sets","2020/11/06 10:07:21 AM","LEX&PLU",
"6057","sets_diner_ext_028","fin","см diner 024. в окошке темно, помойка из diner 027.","http:///file_proxy/thumbnail/329178","кафе Бориса","103656","fin","sets","sets_exterior","ep019seq04sh15, ep019seq04sh18","Assets","ep019","2 - standard","sets","2020/11/06 10:07:21 AM","LEX&PLU",
"7872","sets_diner_ext_028b","fin","","http:///file_proxy/thumbnail/385430","","114738","fin","sets","sets_exterior","ep019seq04sh17","Assets","ep019","1 - easy","","2021/03/11 01:44:58 PM","LEX&PLU",
"6058","sets_diner_ext_029","fin","","http:///file_proxy/thumbnail/329132","кафе Бориса","103657","fin","sets","sets_exterior","ep019seq04sh16","Assets","ep019","2 - standard","sets","2020/11/06 10:07:21 AM","LEX&PLU",
"6059","sets_diner_ext_030","fin","","http:///file_proxy/thumbnail/329197","кафе Бориса","103658","fin","sets","sets_exterior","ep019seq04sh20, ep019seq04sh22","Assets","ep019","2 - standard","sets","2020/11/06 10:07:21 AM","LEX&PLU",
"6060","sets_diner_ext_031","fin","","http:///file_proxy/thumbnail/332028","кафе Бориса","103659","fin","sets","sets_exterior","ep019seq04sh24","Assets","ep019","2 - standard","sets","2020/11/06 10:07:21 AM","LEX&PLU",
"6061","sets_diner_ext_032","fin","дно помойки, темно. может быть немного мусора","http:///file_proxy/thumbnail/325135","кафе Бориса","103660","fin","sets","sets_exterior","ep019seq04sh12","Assets","ep019","2 - standard","sets","2020/11/06 10:07:21 AM","LEX&PLU",
"6062","sets_diner_ext_033","fin","Новый указатель на Кафе Бориса. Делаем какой-то намек, что стрелка указывает именно на кафе - можно добавить пончик или что-то такое :)","http:///file_proxy/thumbnail/328380","кафе Бориса","103661","fin","sets","sets_exterior","ep019seq04sh04","Assets","ep019","2 - standard","sets","2020/11/06 10:07:21 AM","LEX&PLU",
"6196","sets_diner_ext_034","fin","кафе Бориса","http:///file_proxy/thumbnail/325596","кафе Бориса","104142","fin","sets","sets_exterior","ep018seq12sh04, ep018seq12sh09, ep018seq12sh11","Assets","ep018","2 - standard","sets","2020/11/20 04:49:48 PM","LEX&PLU",
"6983","sets_diner_ext_035","fin","","","","108761","fin","sets","sets_exterior","ep019seq04sh21, ep019seq04sh23","Assets","ep019","1 - easy","sets","2021/01/20 05:57:02 PM","LEX&PLU",
"4294","sets_diner_ext_fin","wtg","кафе Бориса","http:///file_proxy/thumbnail/295263","кафе Бориса","87724","fin","sets","sets_exterior","","Assets","ep008","","sets","2020/04/11 05:53:22 PM","LEX&PLU",
"4258","sets_diner_int_001","wtg","кафе Бориса","http:///file_proxy/thumbnail/295235","кафе Бориса","86856","fin","sets","sets_interior","ep005seq17sh02","Assets","ep005","3 - difficult","sets","2020/03/31 03:56:48 PM","LEX&PLU",
"4279","sets_diner_int_002","wtg","кафе Бориса","http:///file_proxy/thumbnail/267092","кафе Бориса","87705","fin","sets","sets_interior","ep008seq04sh02, ep008seq04sh04, ep008seq04sh08, ep008seq04sh09, ep008seq04sh10, ep008seq04sh11, ep008seq04sh13, ep008seq12sh02, ep008seq12sh04, ep008seq12sh06, ep008seq12sh07, ep008seq12sh08, ep008seq12sh10, ep018seq02sh02, ep018seq03sh03","Assets","ep008, ep018","3 - difficult","sets","2020/04/07 10:56:44 AM","LEX&PLU",
"4280","sets_diner_int_003","wtg","кафе Бориса","http:///file_proxy/thumbnail/267096","кафе Бориса","87706","fin","sets","sets_interior","ep008seq04sh06, ep008seq04sh12, ep018seq03sh04, ep018seq03sh06, ep018seq09sh01, ep018seq09sh05, ep018seq11sh01, ep018seq11sh07, ep018seq11sh10, ep018seq11sh12","Assets","ep008, ep018","1 - easy","sets","2020/04/07 10:58:29 AM","LEX&PLU",
"4281","sets_diner_int_004","wtg","кафе Бориса","http:///file_proxy/thumbnail/267100","кафе Бориса","87707","fin","sets","sets_interior","ep008seq04sh03, ep008seq04sh05","Assets","ep008","3 - difficult","sets","2020/04/07 10:59:36 AM","LEX&PLU",
"5884","sets_diner_int_004b","fin","кафе Бориса","http:///file_proxy/thumbnail/328775","кафе Бориса","99606","fin","sets","sets_interior","ep018seq06sh07","Assets","ep018","2 - standard","sets","2020/10/20 03:25:36 PM","LEX&PLU",
"4282","sets_diner_int_005","wtg","кафе Бориса","http:///file_proxy/thumbnail/267105","кафе Бориса","87708","fin","sets","sets_interior","ep008seq04sh01, ep018seq06sh06, ep018seq09sh04, ep018seq11sh14, ep018seq13sh03","Assets","ep008, ep018","2 - standard","sets","2020/04/07 11:00:40 AM","LEX&PLU",
"4283","sets_diner_int_006","wtg","кафе Бориса","http:///file_proxy/thumbnail/267109","кафе Бориса","87709","fin","sets","sets_interior","ep008seq12sh01","Assets","ep008","3 - difficult","sets","2020/04/07 11:45:00 AM","LEX&PLU",
"5883","sets_diner_int_006b","fin","кафе Бориса","http:///file_proxy/thumbnail/324438","кафе Бориса","99605","fin","sets","sets_interior","ep018seq02sh04, ep018seq02sh05, ep018seq02sh06, ep018seq02sh07, ep018seq02sh08, ep018seq02sh09, ep018seq02sh10, ep018seq03sh05, ep018seq09sh02, ep018seq09sh07, ep018seq11sh02, ep018seq11sh03, ep018seq13sh01","Assets","ep018","3 - difficult","sets","2020/10/20 03:19:37 PM","LEX&PLU",
"4284","sets_diner_int_007","wtg","кафе Бориса","http:///file_proxy/thumbnail/267113","кафе Бориса","87710","fin","sets","sets_interior","ep008seq12sh03, ep008seq12sh05","Assets","ep008","1 - easy","sets","2020/04/07 11:45:30 AM","LEX&PLU",
"4285","sets_diner_int_008","wtg","кафе Бориса","http:///file_proxy/thumbnail/267117","кафе Бориса","87711","fin","sets","sets_interior","ep008seq12sh09","Assets","ep008","1 - easy","sets","2020/04/07 11:46:36 AM","LEX&PLU",
